"","celltype","batch_digest","batch_sort","batch_chromatography","batch_MS"
"i2516","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AM"
"i2519","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AM"
"i2520","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AM"
"i2522","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AM"
"i2532","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97BD"
"i2533","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BD"
"i2534","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BD"
"i2536","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BD"
"i2538","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BD"
"i2549","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AP"
"i2550","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AP"
"i2551","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AP"
"i2552","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AP"
"i2553","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AP"
"i2555","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AP"
"i2564","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AB"
"i2565","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AB"
"i2566","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AB"
"i2567","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AB"
"i2570","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AB"
"i2580","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AC"
"i2581","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AC"
"i2582","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AC"
"i2584","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AC"
"i2585","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AC"
"i2586","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AC"
"i2596","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AJ"
"i2597","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AJ"
"i2613","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2615","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2616","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2617","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2618","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2619","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2620","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2621","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2622","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2623","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2624","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_16"
"i2629","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_2"
"i2630","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_2"
"i2633","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_2"
"i2634","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_2"
"i2635","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_2"
"i2636","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_2"
"i2638","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_2"
"i2645","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2646","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2647","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2649","Monocyte","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2650","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2651","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2652","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2653","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2654","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2655","Macrophage","S","s9","LCB7","X191026S_LCB7_X_AP16plex_Set_11"
"i2663","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AK"
"i2664","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AK"
"i2665","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AK"
"i2666","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AK"
"i2676","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94BJ"
"i2677","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BJ"
"i2678","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BJ"
"i2680","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BJ"
"i2681","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BJ"
"i2683","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94BJ"
"i2693","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AN"
"i2694","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AN"
"i2695","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AN"
"i2696","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AN"
"i2698","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AN"
"i2708","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AL"
"i2709","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AL"
"i2710","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AL"
"i2711","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AL"
"i2712","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AL"
"i2714","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AL"
"i2715","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AL"
"i2725","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AO"
"i2726","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AO"
"i2727","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AO"
"i2728","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AO"
"i2729","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AO"
"i2730","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AO"
"i2731","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AO"
"i2742","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2743","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2744","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2745","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2746","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2747","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2748","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2749","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2750","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2751","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_16"
"i2757","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2758","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2759","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2760","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2761","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2762","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2763","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2764","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2765","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2766","Monocyte","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
"i2767","Macrophage","R","s9","LCB3","X190914S_LCB3_X_16plex_Set_2"
